0.010000 0.019940 0.001012 0.597410 0.097180 0.107220
0.011000 0.020870 0.000944 0.642060 0.100170 0.111920
0.012000 0.021760 0.000886 0.685170 0.102850 0.116230
0.013000 0.022600 0.000836 0.726900 0.105270 0.120200
0.014000 0.023420 0.000791 0.767370 0.107460 0.123890
0.015000 0.024200 0.000752 0.806700 0.109470 0.127320
0.016000 0.024950 0.000716 0.844980 0.111320 0.130530
0.017000 0.025670 0.000684 0.882290 0.113020 0.133540
0.018000 0.026370 0.000656 0.918710 0.114600 0.136370
0.020000 0.027710 0.000605 0.989140 0.117640 0.141570
0.022500 0.029260 0.000553 1.070000 0.121050 0.147360
0.025000 0.030720 0.000510 1.150000 0.124000 0.152500
0.027500 0.032080 0.000474 1.230000 0.126590 0.157120
0.030000 0.033360 0.000443 1.300000 0.128890 0.161300
0.032500 0.034570 0.000416 1.380000 0.130960 0.165120
0.035000 0.035710 0.000392 1.450000 0.132840 0.168630
0.037500 0.036800 0.000371 1.510000 0.134550 0.171890
0.040000 0.037820 0.000353 1.580000 0.136120 0.174910
0.045000 0.039730 0.000321 1.700000 0.139490 0.180380
0.050000 0.041450 0.000295 1.830000 0.142430 0.185230
0.055000 0.043020 0.000273 1.940000 0.145040 0.189590
0.060000 0.044440 0.000255 2.060000 0.147390 0.193540
0.065000 0.045740 0.000239 2.160000 0.149530 0.197160
0.070000 0.046920 0.000225 2.270000 0.151490 0.200510
0.080000 0.048970 0.000202 2.480000 0.156350 0.206520
0.090000 0.050660 0.000183 2.680000 0.160640 0.211840
0.100000 0.052060 0.000168 2.870000 0.164510 0.216620
0.110000 0.053190 0.000155 3.060000 0.168060 0.220990
0.120000 0.054090 0.000144 3.240000 0.171350 0.225020
0.130000 0.054800 0.000135 3.430000 0.174450 0.228790
0.140000 0.055340 0.000127 3.610000 0.177390 0.232330
0.150000 0.055720 0.000120 3.790000 0.180200 0.235690
0.160000 0.055970 0.000113 3.960000 0.182920 0.238900
0.170000 0.056110 0.000108 4.140000 0.185550 0.241990
0.180000 0.056140 0.000103 4.320000 0.188110 0.244960
0.200000 0.055950 0.000094 4.670000 0.196320 0.250650
0.225000 0.055320 0.000085 5.120000 0.208120 0.257410
0.250000 0.054390 0.000078 5.580000 0.219520 0.263900
0.275000 0.053250 0.000072 6.040000 0.230700 0.270220
0.300000 0.051980 0.000067 6.510000 0.241800 0.276450
0.325000 0.050640 0.000062 7.000000 0.252900 0.282650
0.350000 0.049260 0.000058 7.500000 0.264080 0.288860
0.375000 0.047880 0.000055 8.010000 0.275370 0.295120
0.400000 0.046520 0.000052 8.540000 0.286830 0.301450
0.450000 0.043900 0.000047 9.650000 0.329350 0.314450
0.500000 0.041460 0.000043 10.820000 0.371270 0.328010
0.550000 0.039230 0.000039 12.060000 0.413140 0.342220
0.600000 0.037210 0.000037 13.360000 0.455280 0.357180
0.650000 0.035370 0.000034 14.740000 0.497870 0.372940
0.700000 0.033710 0.000032 16.190000 0.541010 0.389530
0.800000 0.030830 0.000028 19.280000 0.701230 0.425370
0.900000 0.028440 0.000026 22.660000 0.853140 0.464810
1.000000 0.026430 0.000023 26.300000 1.000000 0.507900
1.100000 0.024710 0.000022 30.210000 1.150000 0.554590
1.200000 0.023240 0.000020 34.380000 1.300000 0.604820
1.300000 0.021960 0.000019 38.800000 1.450000 0.658500
1.400000 0.020830 0.000017 43.480000 1.600000 0.715520
1.500000 0.019820 0.000016 48.390000 1.750000 0.775780
1.600000 0.018930 0.000015 53.550000 1.900000 0.839200
1.700000 0.018120 0.000015 58.940000 2.050000 0.905690
1.800000 0.017390 0.000014 64.570000 2.210000 0.975150
2.000000 0.016120 0.000013 76.510000 2.790000 1.120000
2.250000 0.014800 0.000011 92.690000 3.630000 1.320000
