0.010000 0.016900 0.003185 0.481050 0.119960 0.116630
0.011000 0.017770 0.002991 0.524670 0.126310 0.124590
0.012000 0.018600 0.002822 0.567210 0.132130 0.132070
0.013000 0.019410 0.002673 0.608740 0.137490 0.139110
0.014000 0.020180 0.002541 0.649290 0.142440 0.145750
0.015000 0.020930 0.002423 0.688920 0.147030 0.152030
0.016000 0.021660 0.002317 0.727690 0.151290 0.157980
0.017000 0.022360 0.002221 0.765640 0.155280 0.163630
0.018000 0.023050 0.002133 0.802820 0.159010 0.169000
0.020000 0.024360 0.001980 0.875010 0.165920 0.179020
0.022500 0.025910 0.001819 0.961570 0.173570 0.190340
0.025000 0.027370 0.001685 1.040000 0.180250 0.200550
0.027500 0.028750 0.001572 1.120000 0.186160 0.209820
0.030000 0.030050 0.001474 1.200000 0.191430 0.218310
0.032500 0.030860 0.001389 1.280000 0.196230 0.226170
0.035000 0.033320 0.001314 1.350000 0.200490 0.233370
0.037500 0.035260 0.001248 1.420000 0.204230 0.239890
0.040000 0.036960 0.001188 1.480000 0.207570 0.245860
0.045000 0.040010 0.001086 1.600000 0.213650 0.256480
0.050000 0.042780 0.001002 1.720000 0.218760 0.265690
0.055000 0.045380 0.000931 1.820000 0.223130 0.273780
0.060000 0.047850 0.000870 1.930000 0.226920 0.280980
0.065000 0.050220 0.000818 2.020000 0.230240 0.287430
0.070000 0.052520 0.000772 2.120000 0.233190 0.293270
0.080000 0.056880 0.000695 2.300000 0.238830 0.303420
0.090000 0.060990 0.000633 2.460000 0.243470 0.312010
0.100000 0.064870 0.000581 2.620000 0.247380 0.319400
0.110000 0.068540 0.000539 2.760000 0.250720 0.325840
0.120000 0.072000 0.000502 2.900000 0.253630 0.331540
0.130000 0.075270 0.000471 3.040000 0.256200 0.336630
0.140000 0.078370 0.000443 3.160000 0.258480 0.341210
0.150000 0.081300 0.000419 3.290000 0.260540 0.345370
0.160000 0.084070 0.000398 3.410000 0.262400 0.349180
0.170000 0.086680 0.000378 3.520000 0.264110 0.352680
0.180000 0.089140 0.000361 3.640000 0.265680 0.355920
0.200000 0.094030 0.000331 3.850000 0.269330 0.361730
0.225000 0.099540 0.000300 4.110000 0.273740 0.368000
0.250000 0.104400 0.000275 4.350000 0.277570 0.373430
0.275000 0.108600 0.000254 4.580000 0.280950 0.378210
0.300000 0.112300 0.000236 4.810000 0.284010 0.382480
0.325000 0.115400 0.000221 5.030000 0.286800 0.386360
0.350000 0.118000 0.000208 5.240000 0.289400 0.389900
0.375000 0.120200 0.000196 5.450000 0.291820 0.393180
0.400000 0.122000 0.000186 5.660000 0.294120 0.396240
0.450000 0.124500 0.000168 6.060000 0.301130 0.401840
0.500000 0.125900 0.000154 6.460000 0.307680 0.406900
0.550000 0.126500 0.000142 6.850000 0.313930 0.411570
0.600000 0.126400 0.000132 7.250000 0.319960 0.415940
0.650000 0.123200 0.000123 7.650000 0.325980 0.420130
0.700000 0.119700 0.000115 8.060000 0.332160 0.424230
0.800000 0.112600 0.000103 8.920000 0.355670 0.432340
0.900000 0.105900 0.000093 9.830000 0.380360 0.440480
1.000000 0.099620 0.000085 10.800000 0.406360 0.448820
1.100000 0.093910 0.000078 11.840000 0.433730 0.457470
1.200000 0.088740 0.000072 12.930000 0.462460 0.466520
1.300000 0.084440 0.000068 14.090000 0.492410 0.476020
1.400000 0.080580 0.000063 15.300000 0.523380 0.486000
1.500000 0.077060 0.000060 16.560000 0.555320 0.496500
1.600000 0.073870 0.000056 17.890000 0.588190 0.507570
1.700000 0.070940 0.000054 19.270000 0.621920 0.519210
1.800000 0.068260 0.000051 20.700000 0.656490 0.531460
2.000000 0.063500 0.000046 23.740000 0.788620 0.557880
2.250000 0.058490 0.000042 27.840000 0.983810 0.594600
2.500000 0.054270 0.000038 32.270000 1.170000 0.635580
2.750000 0.050670 0.000035 37.040000 1.360000 0.680850
3.000000 0.047540 0.000033 42.130000 1.540000 0.730430
3.250000 0.044810 0.000030 47.540000 1.730000 0.784280
3.500000 0.042390 0.000028 53.270000 1.910000 0.842330
3.750000 0.040230 0.000027 59.320000 2.100000 0.904520
4.000000 0.038300 0.000025 65.690000 2.290000 0.970760
4.500000 0.034970 0.000023 79.340000 3.010000 1.120000
5.000000 0.032200 0.000021 94.240000 3.690000 1.270000
5.500000 0.029860 0.000019 110.350000 4.350000 1.450000
6.000000 0.027850 0.000018 127.690000 5.000000 1.640000
6.500000 0.026270 0.000016 146.160000 5.660000 1.840000
7.000000 0.024710 0.000015 165.780000 6.320000 2.060000
8.000000 0.022150 0.000014 208.510000 8.770000 2.530000
9.000000 0.020190 0.000012 255.780000 11.060000 3.050000
10.000000 0.018560 0.000011 307.410000 13.290000 3.610000
11.000000 0.017200 0.000010 363.350000 15.500000 4.230000
12.000000 0.016040 0.000009 423.530000 17.720000 4.890000
13.000000 0.015040 0.000009 487.880000 19.960000 5.590000
14.000000 0.014160 0.000008 556.380000 22.230000 6.340000
15.000000 0.013390 0.000008 628.960000 24.530000 7.130000
16.000000 0.012710 0.000007 705.580000 26.870000 7.960000
17.000000 0.012090 0.000007 786.220000 29.240000 8.830000
18.000000 0.011540 0.000007 870.820000 31.660000 9.750000
20.000000 0.010590 0.000006 1050.000000 40.810000 11.700000
22.500000 0.009609 0.000005 1300.000000 53.930000 14.360000
25.000000 0.008809 0.000005 1570.000000 66.360000 17.270000
27.500000 0.008142 0.000004 1870.000000 78.550000 20.420000
30.000000 0.007576 0.000004 2180.000000 90.700000 23.800000
32.500000 0.007089 0.000004 2530.000000 102.910000 27.420000
35.000000 0.006666 0.000004 2890.000000 115.230000 31.260000
37.500000 0.006295 0.000003 3270.000000 127.700000 35.330000
40.000000 0.005966 0.000003 3680.000000 140.350000 39.620000
