25   44.381   0.0257081     0.665425	 
60   43.3699  0.0262794      0.680281	 
73   42.3405  0.0268906      0.696152	 
99   41.2914  0.0275437      0.713159	 
119  40.2213   0.0282488     0.731442
154  39.1284   0.0290101     0.751167	 
137  38.0111   0.0298332     0.772525	 
100  36.8675   0.0307345     0.795752	 
107  35.6955 	0.031718     0.821127	 
98   34.4927  0.0328034      0.848988
83   33.2567   0.034009      0.879749	 
65   31.9848  0.0319848      0.913918
31   30.6735  0.0333641      0.952149	 
13   29.3189  0.0349271      0.995273	 	 
34   26.4741  0.0388516       1.10035
68   24.9794  0.0414083       1.16524	 
152  23.4245   0.0445173      1.24159	 
