155 19533
159 12967
163 46779
163 47872
230 4095
230 6933
230 18063
230 30099
230 49064
230 58518
230 63368
190 8019
190 14924
190 17487
190 19161
190 24048
190 32555
190 47878
190 64609
172 2622
172 5895
172 8150
172 13639
172 24450
172 26737
172 32042
172 35484
172 48476
172 54668
172 69918
172 74409
172 76973
172 77614
181 3189
181 9093
181 11337
181 20096
181 27014
181 38339
181 45582
181 64509
181 76303
181 82217
181 84627
181 89008
164 2440
164 44752
209 10095
209 58281
209 73575
209 136058
231 19487
231 26820
231 33748
231 57302
231 59142
231 63673
191 9995
191 13007
191 23642
191 48544
191 49755
173 7029
173 11518
173 13970
173 18569
173 31991
173 54210
173 60626
173 70825
173 71231
182 2746
182 5719
182 10512
182 18558
182 31806
165 3135
165 30913
165 34695
165 51302
157 6836
157 18309
157 55845
157 57450
184 7279
184 7762
192 15439
192 30456
192 38682
192 42183
192 59774
166 15622
166 16315
166 41751
232 9501
232 17879
232 18394
232 26435
232 30106
232 82141
185 5121
185 15061
185 16534
185 24262
185 26931
185 27822
185 28065
185 35043
185 42722
185 52895
158 14391
158 18013
162 20142
162 33947
174 5255
174 20548
174 24839
174 34176
174 48766
174 49341
174 55280
174 58763
174 62371
174 69535
174 76444
174 77843
210 60207
210 85255
210 92714
210 105566
193 8643
193 9224
193 16155
193 32876
193 34031
193 36417
193 40526
193 40948
167 31394
167 32721
167 34513
167 40591
211 20038
186 3601
186 16490
186 18794
186 19997
186 25841
186 62582
175 9055
175 16632
175 17657
175 28806
175 40657
175 41258
175 51672
265 2071
265 17048
265 17442
187 24934
187 30018
187 32221
187 54383
233 38181
233 41850
233 51765
233 66445
194 10097
194 29778
194 31414
194 31644
194 39829
194 46185
194 49699
266 9753
168 21696
168 29648
168 42651
168 49171
168 51065
168 52406
168 55246
221 3116
221 5480
221 16441
221 31935
221 32188
221 42493
221 51863
221 71006
176 25325
176 29601
176 37964
176 63963
188 11752
267 47094
267 48065
234 14897
234 17447
234 43847
234 44996
234 66402
234 88923
234 91579
195 9215
195 9462
195 11223
195 69666
169 21298
169 23141
169 23791
169 25577
169 54025
169 66292
212 30313
212 46232
212 97493
212 135589
212 140331
177 36886
177 47293
177 56789
189 12320
189 19692
189 26987
189 34582
189 35582
189 37569
189 49237
189 50672
189 54984
222 12027
222 16638
222 20188
222 25375
222 31406
222 48216
222 48963
222 71610
222 72689
222 74168
222 77193
196 6845
196 6985
196 8332
196 23839
196 36170
196 36763
268 431
268 29401
235 15398
235 33820
235 44022
235 46877
235 64149
235 70212
235 78370
235 80009
170 2614
170 7441
170 29315
170 34448
170 36545
170 38628
170 45874
170 48034
170 48339
170 67194
178 3142
178 8885
178 22803
178 39907
178 40820
178 55366
178 63187
178 65069
178 65141
178 72413
178 74008
200 1367
200 3314
200 19119
200 45810
200 47393
223 10268
223 13542
223 16257
223 37700
223 38490
223 43610
223 43620
223 44762
223 49159
197 656
197 13442
197 30074
197 37240
197 37911
197 44913
197 63192
197 70202
171 21736
171 23492
171 25423
236 11679
236 29208
236 29764
236 44663
236 50751
236 61378
236 62251
179 15210
179 28615
179 33114
179 37465
179 49312
179 57403
224 8645
224 9695
224 29310
224 38704
224 39990
224 67910
180 4577
180 13070
180 19909
180 24303
180 36328
180 47855
180 64253
269 12316
269 57872
201 10276
201 10567
201 12069
201 12994
201 25424
201 70889
213 15190
213 22072
213 47907
213 53201
213 67374
213 73896
213 82153
213 107874
213 126945
213 136092
213 161763
225 1217
225 9658
225 13308
225 19856
225 26501
225 36106
225 38362
225 43889
225 47756
247 1643
247 6603
247 64448
237 238
237 9389
237 19971
237 44317
237 52032
237 66012
237 76375
237 77935
237 81975
270 36233
270 43478
202 35160
202 51834
202 63884
238 3534
238 16307
238 21052
238 25575
238 36326
238 40215
238 41072
238 62035
238 75232
216 39426
216 50382
216 64447
216 95676
218 6432
248 14125
248 25133
248 28700
248 32313
248 32361
248 40421
248 64359
226 7728
226 33498
226 55677
226 59833
226 77632
220 1672
220 13157
203 8938
203 12407
203 25683
203 30527
203 34127
203 35623
271 22944
271 23565
271 33805
242 14103
242 30241
242 32173
242 32339
242 49827
239 32651
239 49972
239 56134
215 286
215 21316
215 46915
215 53039
215 59284
215 84447
215 93645
215 118440
215 135614
249 5445
249 6190
227 49040
227 49940
227 56260
227 56732
227 59929
227 65048
204 26371
204 41298
204 43817
204 45611
240 28602
240 32796
240 42816
240 63251
243 6515
243 10539
243 27284
243 40852
243 55272
243 57017
243 59472
256 1405
256 16172
256 37433
256 49658
256 52528
256 57306
256 65079
272 4044
272 11110
272 62102
272 69462
272 82721
272 83390
250 10863
250 11986
250 15951
250 22376
250 37158
250 42578
250 48068
250 53406
250 58347
250 66984
250 68432
250 70272
250 71242
250 72173
250 75061
250 86226
228 1073
228 5958
228 25063
228 29969
228 31532
228 33414
228 33709
228 43843
228 54714
228 59938
257 11411
257 22515
257 23831
257 25661
257 53028
244 3498
244 5920
244 22679
244 29112
244 37905
244 39594
244 50416
205 5385
205 6725
205 25232
205 60659
241 17390
241 28761
241 31893
241 36042
241 49676
241 55029
241 64757
282 17782
282 17849
282 74977
282 129745
282 137229
282 152182
251 50154
273 55186
273 76301
273 85198
260 43544
260 45747
260 52983
260 53612
260 55035
258 12427
258 19339
258 25066
258 30505
258 34728
277 12243
277 62106
277 67361
277 78875
277 79829
277 90383
206 27349
206 49330
206 68640
245 13962
245 31404
245 41642
245 56245
245 66835
252 14177
252 14861
252 28782
252 48987
283 23783
283 36179
259 3769
259 24681
259 45162
259 52883
261 65245
261 66970
274 37280
274 41024
274 55851
274 84566
278 26663
278 56367
278 63333
207 3460
207 36260
207 45923
207 56195
207 60091
253 10933
253 16171
253 48298
253 68275
246 13918
246 20159
246 58155
284 13358
284 26321
284 70634
254 32169
254 35159
254 38041
254 38843
254 48206
255 16660
255 17177
255 30630
255 37486
255 42445
263 1208
263 2652
263 9824
263 17120
263 18249
263 37397
262 2681
262 20113
262 22113
262 31240
262 49518
262 62937
262 65543
262 66208
262 68395
262 94046
262 98995
279 32501
285 4529
285 69662
275 25406
275 31295
275 43020
275 69567
275 70270
275 74598
275 94227
208 10273
208 18798
208 87512
208 94917
280 43866
280 46159
264 12742
264 17269
264 26684
264 46312
264 51055
264 54779
264 55897
264 64642
297 16117
286 17611
286 21980
286 51547
286 61572
276 44939
276 71486
276 96002
294 73847
294 77888
296 8585
296 24340
301 12039
301 38185
301 71003
299 19514
299 22247
295 65102
295 74408
295 80775
281 34451
281 59817
303 12830
303 51263
293 31759
293 35501
300 22518
300 39923
305 33126
302 46164
304 48811
304 59203
