0.01 890.201 63.6219
0.035 37.3343 2.67016
0.06 11.2897 0.807401
0.085 5.36167 0.383435
0.11 3.11901 0.223047
0.135 2.03763 0.145715
0.16 1.43455 0.102586
0.185 1.06426 0.0761057
0.21 0.820894 0.0587021
0.235 0.652315 0.0466468
0.26 0.530838 0.0379599
0.285 0.440298 0.0314853
0.31 0.371142 0.0265399
0.335 0.317097 0.0226753
0.36 0.274075 0.0195987
0.385 0.239226 0.0171067
0.41 0.210587 0.0150588
0.435 0.18687 0.0133627
0.46 0.166895 0.0119344
0.485 0.149975 0.0107245
0.51 0.135497 0.00968916
0.535 0.123012 0.00879639
0.56 0.112197 0.00802297
0.585 0.102737 0.0073465
0.61 0.0944256 0.00675219
0.635 0.0870805 0.00622695
0.66 0.0805657 0.00576108
0.685 0.074755 0.00534558
0.71 0.069548 0.00497323
0.735 0.0648669 0.00463849
0.76 0.0606436 0.00433649
0.785 0.0568212 0.00406316
