0.05 9.01115 0.613469
0.075 3.81424 0.259662
0.1 2.09827 0.142845
0.125 1.32705 0.0903422
0.15 0.915438 0.062321
0.175 0.670084 0.0456182
0.2 0.51212 0.0348644
0.225 0.404421 0.0275326
0.25 0.32777 0.0223143
0.275 0.271129 0.0184586
0.3 0.228164 0.0155335
0.325 0.194753 0.0132591
0.35 0.1683 0.0114583
0.375 0.146953 0.0100052
0.4 0.129495 0.00881675
0.425 0.11502 0.00783142
0.45 0.102889 0.00700563
0.475 0.0926188 0.00630656
0.5 0.0838444 0.00570932
0.525 0.0762925 0.00519527
0.55 0.0697399 0.00474927
0.575 0.0640124 0.00435942
0.6 0.0589875 0.00401742
0.625 0.0545442 0.00371501
0.65 0.0506021 0.00344671
0.675 0.0470861 0.00320741
0.7 0.0439305 0.00299267
0.725 0.0410972 0.00279985
0.75 0.0385395 0.00262579
0.775 0.0362166 0.00246775
