


 ------------------------------------ 
 --- Spectroscopic factor , C^2*S --- 
 ------------------------------------ 

 O20_sfotls_modt_m0p.wav=O19_sfotls_modt_j1n.wav + n



         n  l 2j 2tz

orbit :   0  1  1  1    n 0p_1/2

 S-factor parity  1 -1
 2xJf      Ef      2xJi     Ei       Ex       C^2*S 
 0(   1) -149.911 1(   1) -135.156  14.756    0.8656
 0(   1) -149.911 1(   2) -133.250  16.662    0.1764
 0(   1) -149.911 1(   3) -132.485  17.426    0.0630
 0(   1) -149.911 1(   4) -131.613  18.299    0.0034
 0(   1) -149.911 1(   5) -130.636  19.275    0.0004
 0(   1) -149.911 1(   6) -130.187  19.724    0.0205
 0(   1) -149.911 1(   7) -130.174  19.737    0.0001
 0(   1) -149.911 1(   8) -129.523  20.389    0.0103
 0(   1) -149.911 1(   9) -129.229  20.683    0.0231
 0(   1) -149.911 1(  10) -128.319  21.592    0.0449
 0(   1) -149.911 1(  11) -127.949  21.962    0.0013
 0(   1) -149.911 1(  12) -127.673  22.238    0.0004
 0(   1) -149.911 1(  13) -127.263  22.649    0.0177
 0(   1) -149.911 1(  14) -126.963  22.948    0.0000
 0(   1) -149.911 1(  15) -126.449  23.462    0.0002
 0(   1) -149.911 1(  16) -125.755  24.156    0.0113
 0(   1) -149.911 1(  17) -125.474  24.437    0.0001
 0(   1) -149.911 1(  18) -125.426  24.486    0.0002
 0(   1) -149.911 1(  19) -125.308  24.603    0.0007
 0(   1) -149.911 1(  20) -125.151  24.760    0.0005
 0(   1) -149.911 1(  21) -124.914  24.997    0.0027
 0(   1) -149.911 1(  22) -124.787  25.125    0.0020
 0(   1) -149.911 1(  23) -124.748  25.163    0.0022
 0(   1) -149.911 1(  24) -124.487  25.425    0.0033
 0(   1) -149.911 1(  25) -124.297  25.614    0.0014
 0(   1) -149.911 1(  26) -124.369  25.542    0.0000
 0(   1) -149.911 1(  27) -124.263  25.648    0.3290
 0(   1) -149.911 1(  28) -124.160  25.752    0.0074
 0(   1) -149.911 1(  29) -123.841  26.070    0.0011
 0(   1) -149.911 1(  30) -123.641  26.271    0.0016
 0(   1) -149.911 1(  31) -123.623  26.289    0.0011
 0(   1) -149.911 1(  32) -123.460  26.451    0.0023
 0(   1) -149.911 1(  33) -123.402  26.510    0.0003
 0(   1) -149.911 1(  34) -123.223  26.688    0.0027
 0(   1) -149.911 1(  35) -123.103  26.809    0.0001
 0(   1) -149.911 1(  36) -123.004  26.908    0.0001
 0(   1) -149.911 1(  37) -122.828  27.083    0.0012
 0(   1) -149.911 1(  38) -122.776  27.135    0.0000
 0(   1) -149.911 1(  39) -122.663  27.248    0.0031
 0(   1) -149.911 1(  40) -122.342  27.570    0.0003
 0(   1) -149.911 1(  41) -122.092  27.819    0.0011
 0(   1) -149.911 1(  42) -122.115  27.797    0.0138
 0(   1) -149.911 1(  43) -122.027  27.884    0.0009
 0(   1) -149.911 1(  44) -121.900  28.011    0.0024
 0(   1) -149.911 1(  45) -121.946  27.965    0.0181
 0(   1) -149.911 1(  46) -121.810  28.101    0.0046
 0(   1) -149.911 1(  47) -121.597  28.314    0.0000
 0(   1) -149.911 1(  48) -121.490  28.422    0.0042
 0(   1) -149.911 1(  49) -121.386  28.526    0.0043
 0(   1) -149.911 1(  50) -121.257  28.655    0.0038
 0(   1) -149.911 1(  51) -121.195  28.717    0.0296
 0(   1) -149.911 1(  52) -121.155  28.757    0.0030
 0(   1) -149.911 1(  53) -121.120  28.791    0.0057
 0(   1) -149.911 1(  54) -120.965  28.946    0.0003
 0(   1) -149.911 1(  55) -120.774  29.138    0.0002
 0(   1) -149.911 1(  56) -120.789  29.122    0.0011
 0(   1) -149.911 1(  57) -120.670  29.242    0.0000
 0(   1) -149.911 1(  58) -120.572  29.340    0.0007
 0(   1) -149.911 1(  59) -120.400  29.512    0.0002
 0(   1) -149.911 1(  60) -120.329  29.583    0.0039
 0(   1) -149.911 1(  61) -120.331  29.581    0.0000
 0(   1) -149.911 1(  62) -120.098  29.814    0.0043
 0(   1) -149.911 1(  63) -120.071  29.840    0.0000
 0(   1) -149.911 1(  64) -119.927  29.984    0.0000
 0(   1) -149.911 1(  65) -119.911  30.000    0.0196
 0(   1) -149.911 1(  66) -119.877  30.035    0.0001
 0(   1) -149.911 1(  67) -119.720  30.191    0.0017
 0(   1) -149.911 1(  68) -119.711  30.200    0.0027
 0(   1) -149.911 1(  69) -119.490  30.421    0.0001
 0(   1) -149.911 1(  70) -119.484  30.427    0.0000
 0(   1) -149.911 1(  71) -119.388  30.524    0.0000
 0(   1) -149.911 1(  72) -119.477  30.435    0.0026
 0(   1) -149.911 1(  73) -119.325  30.586    0.0004
 0(   1) -149.911 1(  74) -119.313  30.598    0.0007
 0(   1) -149.911 1(  75) -119.165  30.746    0.0004
 0(   1) -149.911 1(  76) -119.127  30.784    0.0001
 0(   1) -149.911 1(  77) -119.003  30.909    0.0004
 0(   1) -149.911 1(  78) -118.965  30.947    0.0015
 0(   1) -149.911 1(  79) -118.979  30.932    0.0060
 0(   1) -149.911 1(  80) -118.883  31.028    0.0005
 0(   1) -149.911 1(  81) -118.809  31.102    0.0057
 0(   1) -149.911 1(  82) -118.649  31.262    0.0000
