0.2 1.20347 0.389089
0.21 1.08861 0.35192
0.22 0.98937 0.319867
0.23 0.903481 0.292093
0.24 0.828373 0.267811
0.25 0.762285 0.246436
0.26 0.703792 0.227522
0.27 0.652014 0.210781
0.28 0.6058 0.195845
0.29 0.564302 0.18243
0.3 0.527059 0.170391
0.31 0.493352 0.159497
0.32 0.462966 0.149671
0.33 0.435306 0.14073
0.34 0.410048 0.132563
0.35 0.387023 0.125119
0.36 0.365918 0.118299
0.37 0.346504 0.112025
0.38 0.328677 0.106259
0.39 0.312202 0.100934
0.4 0.296987 0.0960167
0.41 0.282872 0.0914537
0.42 0.269789 0.0872254
0.43 0.257624 0.0832911
0.44 0.246291 0.0796278
0.45 0.235707 0.0762072
0.46 0.225819 0.0730103
0.47 0.216596 0.0700282
0.48 0.207909 0.0672214
0.49 0.19978 0.0645937
