0.01 207.59 36.391
0.02 94.0395 16.7667
0.03 41.6828 7.52016
0.04 22.3285 4.04881
0.05 13.7142 2.49277
0.06 9.23225 1.68031
0.07 6.6252 1.20685
0.08 4.98377 0.908358
0.09 3.88544 0.708458
0.1 3.11479 0.56812
0.11 2.5536 0.465887
0.12 2.1325 0.38915
0.13 1.80801 0.330013
0.14 1.55367 0.283631
0.15 1.34972 0.246461
0.16 1.18436 0.216285
0.17 1.04792 0.191396
0.18 0.934225 0.170654
0.19 0.838437 0.153178
0.2 0.756897 0.138305
0.21 0.686974 0.125543
0.22 0.626559 0.114524
0.23 0.574119 0.104943
0.24 0.528033 0.0965371
0.25 0.487564 0.0891502
0.26 0.45171 0.0826042
0.27 0.419755 0.0767744
0.28 0.391269 0.0715729
0.29 0.365685 0.0669036
0.3 0.342664 0.0626999
0.31 0.32183 0.0588947
0.32 0.302967 0.0554485
0.33 0.285765 0.0523087
0.34 0.270092 0.0494464
0.35 0.255746 0.0468252
0.36 0.242559 0.044418
0.37 0.230446 0.0422059
0.38 0.219275 0.0401653
0.39 0.208954 0.0382806
0.4 0.199401 0.0365346
0.41 0.190509 0.0349084
0.42 0.18225 0.0334038
0.43 0.17461 0.0320081
0.44 0.167514 0.0307066
0.45 0.160767 0.0294777
0.46 0.154485 0.0283319
0.47 0.148616 0.0272565
0.48 0.143183 0.0262621
0.49 0.137976 0.0253119
0.5 0.133098 0.0244221
0.51 0.128548 0.0235867
0.52 0.124178 0.0227936
0.53 0.120135 0.0220506
0.54 0.116285 0.0213464
0.55 0.112596 0.0206752
0.56 0.109143 0.0200419
0.57 0.105864 0.019444
0.58 0.102722 0.0188685
0.59 0.0997586 0.0183287
0.6 0.0969652 0.017816
0.61 0.0942529 0.0173221
0.62 0.0917135 0.0168564
0.63 0.0892625 0.0164091
0.64 0.0869614 0.0159872
0.65 0.0847344 0.015581
0.66 0.0826062 0.0151923
0.67 0.0805805 0.0148216
0.68 0.0786335 0.0144662
0.69 0.076783 0.0141273
0.7 0.0750017 0.0138016
0.71 0.0732826 0.0134882
0.72 0.071648 0.0131892
0.73 0.0700804 0.012902
0.74 0.0685549 0.0126237
0.75 0.0671083 0.0123589
0.76 0.0657109 0.0121036
0.77 0.0643689 0.0118579
0.78 0.0630719 0.0116208
0.79 0.0618357 0.0113944
