0.2 3.17652 0.355092
0.21 2.86898 0.320631
0.22 2.60402 0.290927
0.23 2.37447 0.265266
0.24 2.17427 0.242809
0.25 1.99848 0.223117
0.26 1.84341 0.205756
0.27 1.70577 0.190375
0.28 1.58327 0.17668
0.29 1.47359 0.164389
0.3 1.37512 0.153388
0.31 1.2863 0.143449
0.32 1.20593 0.134473
0.33 1.13298 0.126313
0.34 1.06657 0.118898
0.35 1.00594 0.112131
0.36 0.950428 0.105924
0.37 0.899474 0.100241
0.38 0.852609 0.095008
0.39 0.809386 0.0901793
0.4 0.769439 0.08572
0.41 0.732477 0.0815899
0.42 0.698168 0.0777598
0.43 0.666282 0.0742036
0.44 0.636597 0.0708915
0.45 0.608918 0.0678027
0.46 0.583059 0.0649153
0.47 0.558876 0.0622191
0.48 0.536228 0.059693
0.49 0.514961 0.0573241
0.5 0.49498 0.0550929
0.51 0.476208 0.0530068
0.52 0.458516 0.0510175
0.53 0.441854 0.0491592
0.54 0.426114 0.0474101
0.55 0.41126 0.0457584
0.56 0.397169 0.0441887
0.57 0.383865 0.0426929
0.58 0.371236 0.0412913
0.59 0.359257 0.0399549
0.6 0.347885 0.0386889
0.61 0.337075 0.0374873
0.62 0.326791 0.0363365
0.63 0.317021 0.0352477
0.64 0.307682 0.0342076
0.65 0.298788 0.033213
0.66 0.290327 0.0322736
0.67 0.282219 0.0313697
0.68 0.274479 0.0305035
0.69 0.267079 0.029683
0.7 0.260019 0.0288893
0.71 0.253244 0.0281403
0.72 0.246741 0.0274127
0.73 0.240521 0.0267216
0.74 0.234565 0.0260585
0.75 0.228833 0.0254189
0.76 0.223319 0.0248042
0.77 0.218042 0.0242184
0.78 0.212966 0.0236526
0.79 0.208083 0.0231108
0.8 0.203382 0.022581
0.81 0.198861 0.0220816
0.82 0.194504 0.0215995
0.83 0.190305 0.0211278
0.84 0.186261 0.0206773
0.85 0.182358 0.020245
0.86 0.178587 0.019825
0.87 0.174966 0.0194208
0.88 0.171449 0.0190311
0.89 0.168064 0.0186528
