0 65 65 2798.09
0 66 65 1580.19
1 65 64 1947.19
1 66 64 1250.38
2 65 64 1623.1
2 66 64 1218.66
3 65 64 1823.1
3 66 64 1139.35
4 65 64 1906.9
4 66 64 1146.58
5 65 64 1990.24
5 66 64 1264.96
6 65 64 1933.3
6 66 64 1218.44
7 65 64 2137.8
7 66 64 1528.92
8 64 64 557.166
8 65 64 2022.93
8 66 64 1274.44
9 65 64 1787.4
9 66 64 1125.01
10 65 64 1895.62
10 66 64 1005.4
11 65 64 2122.38
11 66 65 1068.1
12 65 64 2103.08
12 66 64 971.977
13 65 64 2111.69
13 66 64 909.549
14 65 64 2136.47
14 66 64 919.678
15 65 64 2118.87
15 66 65 1006.27
16 65 64 1995.92
16 66 64 1041.8
17 65 64 1937.22
17 66 64 963.586
18 65 64 1885.1
18 66 64 998.739
19 65 64 1824.7
19 66 64 947.949
20 65 64 1755.61
20 66 64 1073.51
21 65 64 1891.25
21 66 64 1041.5
22 65 64 2077.33
22 66 64 1018.1
23 65 64 2021.99
23 66 64 1013.61
24 65 64 1931.64
24 66 64 895.22
25 65 64 1969.07
25 66 64 1021.29
26 65 64 2093.36
26 66 64 946.886
27 65 64 2252.97
27 66 64 1120.76
27 67 64 320.795
28 65 64 2188.94
28 66 64 1185.54
29 64 64 561.641
29 65 64 2222.18
29 66 64 1199.29
29 67 64 172.209
30 65 64 1952.71
30 66 64 896.604
30 67 64 150.627
31 65 64 2292.53
31 66 64 1098.52
32 65 64 2365.05
32 66 64 1151.48
33 65 64 2215.11
33 66 64 1128.47
34 65 64 2179.09
34 66 64 1127.42
35 65 64 2061.56
35 66 64 903.148
36 65 64 1970.73
36 66 64 987.012
37 65 64 2271.46
37 66 64 1133.87
38 65 64 2098.17
38 66 64 972.809
39 64 63 575.829
39 65 64 1913.17
39 66 64 848.06
40 65 64 1977.99
40 66 64 1048.91
41 65 64 2034.16
41 66 64 933.172
41 67 63 195.016
42 65 64 2125.89
42 66 64 1131.71
42 67 63 222.063
42 68 62 149.734
43 65 64 2085.61
43 66 64 961.146
43 67 63 88.714
43 68 62 100.14
44 65 64 1877.4
44 66 64 939.941
45 65 64 2045.37
45 66 64 939.982
46 65 64 2017.15
46 66 64 1041.52
47 65 64 1894.91
47 66 64 894.25
48 65 64 2488.59
48 66 65 1315.76
49 65 64 2396.38
49 66 64 1079.61
50 65 64 2214.1
50 66 64 1033.79
51 65 64 2094.15
51 66 64 987.836
52 65 64 2009.36
52 66 64 968.794
53 65 64 1774.12
53 66 64 1007.24
53 67 64 217.502
54 65 64 1931.94
54 66 64 941.6
54 67 64 189.248
54 68 64 183.181
54 69 65 198.34
55 65 64 2122.52
55 66 64 999.441
56 65 64 2120.55
56 66 64 970.713
56 67 64 29.8757
57 65 64 2307.63
57 66 64 1085.77
58 65 64 2409.03
58 66 64 1154.98
58 67 64 73.4291
59 64 65 639.408
59 65 64 2348.29
59 66 64 1246.46
59 67 64 289.004
60 64 65 665.175
60 65 64 2295.87
60 66 64 1251.81
60 67 64 243.869
61 64 65 564.878
61 65 64 2375.83
61 66 64 1512.46
61 67 64 242.607
62 65 64 2348.8
62 66 64 1079.61
62 67 64 367.701
63 65 64 2211.66
63 66 64 857.037
63 67 64 481.102
64 65 64 2157.67
64 66 65 1014.73
64 67 64 344.081
64 68 64 193.628
65 64 64 599.497
65 65 64 2147.24
65 66 65 899.652
65 67 64 288.354
65 68 64 278.84
66 65 64 2264.64
66 66 65 806.371
66 67 64 304.16
66 68 64 454.463
67 65 64 2254.83
67 66 64 621.544
67 67 64 367.701
67 68 64 368.695
67 69 64 203.491
68 65 64 2262.3
68 66 64 675.578
68 68 63 193.523
68 69 63 538.115
69 64 64 648.124
69 65 64 2652.96
69 66 64 814.789
69 69 63 537.017
70 64 64 652.397
70 65 64 2484.48
70 69 63 365.839
70 70 63 295.66
71 64 65 612.818
71 65 64 2554.26
71 69 63 66.5456
71 70 63 578.532
72 65 65 2448.67
72 66 64 580.092
72 66 65 580.873
72 69 64 108.362
72 70 63 607.466
72 71 64 200.118
73 64 65 748.444
73 65 65 2391.03
73 66 65 575.824
73 70 63 340.598
73 71 63 314.286
74 64 65 631.604
74 65 65 2407.6
74 70 64 140.27
74 71 63 444.086
75 64 65 668.411
75 65 65 2256.91
75 71 63 534.6
75 72 63 131.843
76 64 64 765.567
76 65 64 2506.38
76 71 63 321.811
76 72 63 312.985
77 64 64 885.587
77 65 64 2586.63
77 71 63 140.757
77 72 63 579.017
78 64 64 975.84
78 65 64 2553
78 72 63 646.095
78 73 62 156.79
79 64 64 824.719
79 65 64 2365.11
79 72 62 243.649
79 73 63 313.089
80 64 64 861.901
80 65 65 2192.22
80 72 63 115.551
80 73 63 600.79
80 74 63 46.3974
81 64 65 806.748
81 65 65 2243.34
81 73 63 591.822
81 74 62 219.223
82 64 65 841.118
82 65 65 2270.94
82 73 63 261.755
82 74 63 436.986
83 64 65 762.652
83 65 65 2088.09
83 73 63 122.034
83 74 63 603.335
83 75 62 96.9635
84 64 64 905.477
84 65 64 1865.13
84 74 62 739.362
84 75 62 344.332
85 64 64 892.923
85 65 65 2012.71
85 74 62 305.242
85 75 62 478.762
86 64 64 1121.92
86 65 65 2125.23
86 75 62 519.61
87 64 65 1262.97
87 65 65 2168.7
87 75 62 353.503
87 76 62 276.741
88 64 65 1227.49
88 65 65 2029.02
88 75 63 212.576
88 76 62 520.443
89 64 65 1330.19
89 65 65 2380.72
89 76 62 444.222
89 77 63 102.335
90 64 65 1375.63
90 65 65 2285.78
90 76 62 382.151
90 77 62 458.051
91 64 65 1316.09
91 65 65 2048.46
91 76 62 169.145
91 77 62 632.011
92 64 65 1217.22
92 65 65 2143.29
92 66 65 595.659
92 67 64 139.893
92 77 62 652.623
92 78 62 117.738
93 64 65 1149.26
93 65 65 1863.84
93 67 64 129.556
93 77 62 292.22
93 78 61 405.708
94 64 65 1208.38
94 65 65 1799.87
94 77 62 161.464
94 78 62 551.501
95 64 65 1409.81
95 65 65 1807.52
95 78 62 482.055
95 79 61 173.137
96 64 65 1444.54
96 65 65 1640.57
96 78 62 246.143
96 79 62 401.019
97 64 65 1319.39
97 65 65 1609.69
97 79 62 508.247
98 64 65 1582.35
98 65 65 1745.96
98 79 62 440.42
98 80 62 237.549
