0 63 66 2496.17 1
0 64 65 3615.36 1
0 64 66 3614.99 1
1 61 65 582.545 1
1 62 65 615.196 1
1 63 65 1822.86 1
1 64 66 3914.41 1
1 65 67 764.586 1
2 63 65 1510.55 1
2 64 66 3672.36 1
3 63 65 1496.41 1
3 64 66 3387.98 1
4 63 66 1835.03 1
4 64 66 3681.54 1
4 65 65 600.675 1
5 62 66 590.929 1
5 63 65 1948.04 1
5 64 66 3825.19 1
5 65 66 580.627 1
6 63 65 1736.57 1
6 64 66 3582.67 1
6 65 66 603.428 1
7 63 66 1553.95 1
7 64 66 3363.19 1
8 63 65 1534.6 1
8 64 66 3753.11 1
9 63 65 1669.27 1
9 64 66 3755.45 1
10 63 65 1694.92 1
10 64 66 3945.65 1
10 65 66 653.806 1
11 63 65 1771.35 1
11 64 66 4125.89 1
11 65 66 594.817 1
12 63 65 4155.12 1
12 64 65 3804.84 1
13 62 65 570.072 1
13 63 65 4048.16 1
13 64 65 3736.66 1
14 61 64 570.724 1
14 62 65 611.189 1
14 63 65 1926.43 1
14 64 66 3805.33 1
15 62 65 663.106 1
15 63 65 1476.44 1
15 64 65 3804.71 1
16 63 65 1262.4 1
16 64 66 3511.62 1
17 63 65 1299.54 1
17 64 66 3476.53 1
18 63 65 1290.06 1
18 64 66 3622.81 1
19 63 65 1244.6 1
19 64 66 3990.02 1
20 63 66 1367.3 1
20 64 66 3742.95 1
21 63 66 1337.74 1
21 64 66 4171.22 1
22 63 66 1337.23 1
22 64 66 4327.87 1
22 65 66 748.999 1
23 63 66 1174.37 1
23 64 66 4061.77 1
23 65 66 597.44 1
24 63 65 1195.21 1
24 64 66 3852.27 1
24 65 65 570.159 1
25 63 65 1103.81 1
25 64 65 4063.85 1
25 64 66 4063.43 1
25 65 65 709.304 1
26 63 66 1036.53 1
26 64 65 4086.92 1
26 64 66 4086.49 1
26 65 65 914.501 1
27 63 66 1010.51 1
27 64 66 3955.05 1
27 65 65 743.344 1
28 63 66 919.436 1
28 64 66 3852.91 1
28 65 66 667.161 1
29 63 65 1041.09 1
29 64 65 3976.76 1
29 65 65 658.117 1
30 63 66 1069.87 1
30 64 65 4142.64 1
30 64 66 4142.21 1
31 63 65 936.348 1
31 64 65 4078.68 1
31 65 65 561.662 1
32 63 65 952.491 1
32 64 66 4121.25 1
32 65 66 633.713 1
33 63 65 846.083 1
33 64 66 3664.02 1
34 63 65 985.9 1
34 64 66 4203.12 1
34 65 66 691.126 1
35 63 66 957.749 1
35 64 66 4152.31 1
36 63 66 893.178 1
36 64 66 3842.54 1
36 65 66 648.359 1
37 63 66 1050.4 1
37 64 65 4031.24 1
37 65 65 756.764 1
38 63 65 830.854 1
38 64 65 3649.24 1
38 65 65 766.347 1
39 63 66 776.284 1
39 64 66 4105.15 1
39 65 66 670.296 1
40 63 65 750.261 1
40 64 66 3954.15 1
40 65 66 782.874 1
41 63 65 775.334 1
41 64 66 3921.11 1
41 65 66 784.216 1
42 63 65 735.054 1
42 64 66 3781.24 1
42 65 66 787.962 1
43 63 65 876.396 1
43 64 66 4112.99 1
43 65 66 772.463 1
44 63 66 864.765 1
44 64 65 4125.41 1
44 64 66 4124.98 1
44 65 65 882.933 1
45 63 65 789.706 1
45 64 65 3950.66 1
45 65 65 876.531 1
46 63 65 860.508 1
46 64 65 3961.84 1
46 65 66 723.037 1
47 63 66 785.739 1
47 64 65 4184.69 1
47 65 66 660.51 1
48 63 66 739.142 1
48 64 66 4154.44 1
48 65 66 1029.68 1
49 63 65 816.682 1
49 64 65 4275.05 1
49 64 66 4274.6 1
49 65 66 1077.34 1
50 63 65 918.584 1
50 64 66 4214.09 1
50 65 66 1030.12 1
51 63 65 757.127 1
51 64 66 3663.52 1
51 65 66 820.538 1
52 63 65 786.063 1
52 64 65 3959.82 1
52 65 65 748.992 1
53 63 65 695.614 1
53 64 65 3989.29 1
53 65 66 861.549 1
54 63 66 646.851 1
54 64 65 4212.46 1
54 65 66 1111.35 1
55 64 65 4185.44 1
55 64 66 4185.01 1
55 65 66 1048.09 1
56 64 66 4107.37 1
56 65 66 879.83 1
57 63 66 652.634 1
57 64 65 4122.02 1
57 64 66 4121.6 1
57 65 66 1028.81 1
58 63 66 641.088 1
58 64 66 4039.11 1
58 65 66 1308.16 1
59 63 66 693.008 1
59 64 66 4148.82 1
59 65 66 1043.34 1
60 63 66 681.374 1
60 64 65 4167.96 1
60 65 66 977.587 1
61 63 65 701.089 1
61 64 65 4178.36 1
61 65 66 1210.31 1
62 64 65 3901.04 1
62 65 66 1030.35 1
63 64 65 4049.26 1
63 65 66 1173.94 1
64 64 66 3828.92 1
64 65 66 1219.55 1
65 64 66 3798.28 1
65 65 66 1209.53 1
66 64 66 3814.77 1
66 65 66 1177.05 1
67 64 66 3898.98 1
67 65 66 1200.06 1
68 64 65 3830.23 1
68 65 66 1023.22 1
69 64 66 4074.77 1
69 65 66 1143.64 1
70 63 66 640.354 1
70 64 66 4146.26 1
70 65 66 1224.85 1
71 63 66 586.582 1
71 64 65 3769.58 1
71 65 66 1275.8 1
72 63 65 882.825 1
72 64 66 4171.65 1
72 65 66 1427.82 1
73 64 66 4141.39 1
73 65 66 1447.12 1
74 64 66 4028.54 1
74 65 66 1389.78 1
75 64 66 3966.14 1
75 65 66 1422.78 1
76 64 66 3732.64 1
76 65 66 1336.9 1
77 64 65 4042.28 1
77 64 66 4041.86 1
77 65 66 1607.78 1
78 64 65 4077 1
78 64 66 4076.58 1
78 65 66 1748.35 1
79 64 66 3805.33 1
79 65 66 1643.27 1
80 64 66 3560.19 1
80 65 66 1617.33 1
81 64 66 3817.73 1
81 65 66 1720.07 1
82 64 65 4191.58 1
82 64 66 4191.15 1
82 65 66 1960.84 1
83 64 66 4155.98 1
83 65 66 1829.02 1
84 64 66 3489.27 1
84 65 66 1705.66 1
85 64 65 3790.92 1
85 65 66 1669.93 1
86 64 66 4040.22 1
86 65 66 1852.68 1
87 64 66 3336.56 1
87 65 66 1591.78 1
88 64 66 3474.09 1
88 65 66 1715.44 1
89 64 66 3609.9 1
89 65 66 1729.46 1
90 64 66 3851.26 1
90 65 66 1831.13 1
91 64 65 4018.68 1
91 64 66 4018.27 1
91 65 66 2225.25 1
91 69 65 106.077 0
92 64 65 3619.62 1
92 65 66 2070.17 1
92 69 65 481.777 0
93 64 65 3544.93 1
93 65 66 2184.28 1
93 69 65 374.248 0
94 64 65 3970.41 1
94 65 66 2326.5 1
94 69 64 443.141 0
94 70 65 296.479 0
94 71 64 34.6286 0
95 64 65 3570.45 1
95 65 66 2092.86 1
95 69 64 542.646 0
95 70 65 412.274 0
96 64 66 3507.69 1
96 65 66 1933.68 1
96 69 65 400.645 0
96 70 65 349.344 0
97 64 66 3668.79 1
97 65 66 2056.7 1
97 70 65 287.25 0
97 71 64 40.3677 0
98 64 66 3381.56 1
98 65 66 2125.88 1
98 70 65 253.58 0
98 71 65 79.5571 0
99 64 66 3093.66 1
99 65 66 2051.67 1
99 70 64 182.494 0
99 71 64 153.5 0
100 64 65 3113.54 1
100 65 66 2124.21 1
100 70 64 127.114 0
100 71 64 239.444 0
101 64 65 3274.56 1
101 65 66 2313.67 1
101 71 64 432.574 0
101 72 64 45.9035 0
102 64 65 3331.15 1
102 65 65 2413.5 1
102 69 65 86.8692 0
102 71 64 362.286 0
102 72 64 115.981 0
103 64 65 3537.65 1
103 65 66 2277.49 1
103 69 65 254.884 0
103 70 66 108.114 0
103 71 66 313.434 0
103 72 66 424.313 0
103 73 67 157.29 0
104 64 66 3774.21 1
104 65 66 2207.36 1
104 69 64 112.47 0
104 71 65 100.057 0
104 72 64 436.36 0
104 73 68 191.245 0
105 64 66 3587.44 1
105 65 66 2554.2 1
105 69 65 37.6728 0
105 72 64 277.371 0
105 73 65 107.257 0
106 64 66 3247.34 1
106 65 66 2598.3 1
106 69 65 205.778 0
106 72 64 256.562 0
106 73 64 180.042 0
107 64 66 2837.93 1
107 65 66 2224.16 1
107 69 65 97.2028 0
107 71 62 176.745 0
107 72 64 140.288 0
107 73 64 364.716 0
108 64 66 3002.34 1
108 65 66 2155.39 1
108 72 63 80.4441 0
108 73 64 339.71 0
108 74 64 81.2026 0
109 64 66 3229.61 1
109 65 66 2511.63 1
109 73 64 254.815 0
109 74 64 137.009 0
110 64 66 2972.18 1
110 65 66 2295.99 1
110 73 64 117.687 0
110 74 64 238.269 0
111 64 66 2935.88 1
111 65 66 2671.08 1
111 74 64 532.595 0
112 64 66 2870.28 1
112 65 66 3033.02 1
112 74 64 389.266 0
112 75 64 158.739 0
113 64 66 2634.23 1
113 65 66 2643.12 1
113 74 64 282.805 0
113 75 64 395.707 0
114 64 66 2816.14 1
114 65 66 2646.16 1
114 74 64 176.314 0
114 75 63 464.309 0
115 64 66 2778.63 1
115 65 66 3085.46 1
115 75 64 455.249 0
115 76 64 112.514 0
116 64 66 2617.37 1
116 65 66 2779.29 1
116 75 63 430.652 0
116 76 63 203.249 0
117 64 66 2357.5 1
117 65 66 2760.38 1
117 75 63 91.6918 0
117 76 63 281.845 0
118 64 66 2602.57 1
118 65 66 3123.38 1
118 76 63 365.128 0
118 77 63 73.6819 0
119 64 66 2462.76 1
119 65 66 2980.68 1
119 76 63 466.796 0
119 77 63 325.344 0
120 64 66 2500.47 1
120 65 66 2906.32 1
120 76 64 370.605 0
120 77 63 598.164 0
121 64 66 2249.62 1
121 65 66 3115.44 1
121 76 64 288.668 0
121 77 64 562.725 0
121 78 63 59.9324 0
122 64 66 2196.31 1
122 65 66 3191.28 1
122 77 63 444.931 0
122 78 63 272.868 0
123 64 66 2000.32 1
123 65 66 3178.53 1
123 77 63 300.242 0
123 78 63 776.748 0
123 79 63 76.2589 0
124 64 65 2037.81 1
124 65 66 3274.7 1
124 77 62 131.527 0
124 78 62 594.908 0
125 64 66 2015.65 1
125 65 66 3506.71 1
125 78 62 502.155 0
125 79 62 90.3444 0
126 64 66 2072.46 1
126 65 66 3676.04 1
126 78 62 180.725 0
126 79 62 169.915 0
127 64 66 3767.56 1
