7.74094 0.85618 3.37011e-06
0 0 0
5.94268 0.869108 2.68126e-06
-1.37404 0.987617 1.91723e-08
7.98906 0.867936 5.61318e-06
0 0 0
4.32654 0.872337 3.58535e-06
1.78501 1.00788 2.41733e-06
6.1221 0.857305 4.57865e-06
5.38405 0.980683 6.34207e-06
2.79084 0.853217 1.89801e-06
0 0 0
0 0 0
8.51308 0.842717 4.77648e-06
3.05776 0.969698 3.21338e-06
3.40169 0.863172 2.71402e-06
0.925493 1.01215 1.81017e-06
3.93248 0.858369 3.4059e-06
1.08086 1.00288 1.2149e-06
4.1973 0.857389 4.88211e-06
1.82765 1.00833 2.5329e-06
0.875684 0.860545 2.39019e-06
0 0 0
3.49276 1.005 3.04279e-06
4.21272 0.862649 3.67359e-06
1.36511 1.0064 7.89695e-07
0.705319 0.870699 2.01525e-06
0.656033 1.01383 1.5221e-06
3.09651 0.868169 2.16046e-06
0.78701 1.02149 2.14967e-06
2.67043 0.873385 2.01884e-06
0.680365 1.0153 6.11029e-07
3.20994 0.884545 2.33668e-06
1.02113 1.01862 1.46404e-06
5.88223 0.884358 3.39582e-06
1.78118 1.03581 3.50615e-07
7.75437 0.883253 4.38258e-06
2.52918 1.02447 1.08101e-06
4.73858 0.880382 2.71546e-06
3.00474 1.02357 2.39827e-06
5.39185 0.884788 2.5881e-06
3.49828 1.02406 2.81667e-06
9.41718 0.868122 6.29787e-06
4.21713 1.02562 5.04231e-06
5.59113 0.876676 3.50615e-06
0 0 0
4.51134 1.02793 7.15132e-06
8.81983 0.874126 5.30818e-06
2.73629 1.02217 3.47036e-06
6.59837 0.886593 4.35008e-06
3.70416 1.03793 3.59286e-06
8.81851 0.87631 6.84048e-06
3.56537 1.04034 4.51686e-06
7.06218 0.881812 4.9097e-06
3.51056 1.04001 4.05378e-06
4.79745 0.885186 3.05489e-06
0 0 0
5.40774 1.03847 8.69318e-06
4.92859 0.884864 3.81202e-06
4.66397 1.0452 4.87379e-06
7.75222 0.876104 5.40557e-06
6.03422 1.0301 5.42706e-06
4.45534 0.883969 2.4155e-06
5.47442 1.0246 5.0881e-06
4.61902 0.885688 2.14551e-06
4.06287 1.02129 3.73063e-06
7.04531 0.873783 4.20415e-06
3.6527 1.02795 1.78615e-06
93.0734 0.662193 3.00935e-05
2.82192 0.871811 1.30272e-06
3.30936 0.849282 2.4857e-06
2.69672 0.937811 2.91758e-06
7.28937 0.834385 4.84063e-06
2.36049 0.930059 3.58496e-06
11.9234 0.824802 7.62574e-06
0 0 0
6.18191 0.844677 4.20877e-06
1.29099 0.938552 2.39746e-06
2.41531 0.866631 2.39329e-06
0 0 0
2.8721 0.976014 3.56352e-06
7.86136 0.848105 5.05181e-06
1.73075 0.980827 3.79767e-06
2.51394 0.849319 2.39923e-06
2.87816 0.969017 4.42626e-06
5.0638 0.841368 4.0904e-06
1.78606 0.956741 2.67989e-06
3.7008 0.854144 3.26628e-06
-0.3404 0.945191 3.09479e-06
4.29734 0.847099 3.35091e-06
0 0 0
4.52843 0.949788 4.37651e-06
8.31328 0.846206 4.98969e-06
2.76629 0.957884 2.89975e-06
3.93966 0.869641 3.5074e-06
0.317729 0.991448 3.85521e-06
2.68079 0.904174 2.43918e-06
2.08105 1.04444 2.21873e-06
2.99416 0.882163 2.10683e-06
1.46745 1.02342 1.62788e-06
2.63471 0.847817 7.41765e-07
3.09658 0.951982 3.03707e-06
7.87847 0.847507 4.13626e-06
4.80393 0.954035 5.36118e-06
5.08843 0.895723 3.01268e-06
4.08068 1.01511 3.91149e-06
5.88029 0.911532 4.28588e-06
3.38451 1.05455 3.31159e-06
6.62454 0.894612 4.16902e-06
4.5785 1.03718 4.66409e-06
4.58908 0.879901 3.07944e-06
7.1042 1.01549 7.94693e-06
7.23621 0.881199 5.43511e-06
0 0 0
6.19933 1.00269 5.9589e-06
9.36895 0.864418 5.23931e-06
4.80477 0.99944 5.32519e-06
4.6284 0.868571 4.03139e-06
4.70701 0.998972 5.12842e-06
