155 4918
155 15398
155 20344
155 26863
156 16195
156 29956
156 54762
156 56274
158 43295
158 46511
158 57261
158 57663
159 15549
159 26793
159 34895
160 14685
160 25415
160 45154
161 15381
161 49072
162 12321
163 4473
163 4875
163 8533
163 19283
163 23356
163 57693
164 36038
164 43261
164 46364
164 49404
165 9911
165 14382
165 35892
165 41066
165 41282
165 41824
165 49975
166 18530
166 29353
166 51816
167 11834
167 35627
167 39869
167 43974
168 41976
169 369
169 4531
169 5000
169 39980
169 54519
169 71544
170 340
170 1570
170 52887
170 59777
170 68232
171 8106
171 29374
171 41462
171 46110
171 70144
172 14720
172 36021
172 40845
172 48499
172 84090
173 25115
173 26893
174 36099
175 8645
175 11574
175 41760
