Sil_f1_0_E 0.10305044 0.00251408
Sil_f1_0_P 41.50147014 10.21968167
Sil_f1_1_E 0.04729990 0.00262443
Sil_f1_1_P 50.00365314 9.28033175
Sil_f1_2_E 0.06518024 0.00254429
Sil_f1_2_P 43.98043893 8.98316652
Sil_f1_3_E -0.22071722 0.00267771
Sil_f1_3_P 53.34761377 22.88183623
Sil_f1_4_E 0.08026503 0.00251180
Sil_f1_4_P 59.84274535 9.28645713
Sil_f1_5_E 0.06739920 0.00248594
Sil_f1_5_P 57.72347240 10.50580963
Sil_f1_6_E 0.05556917 0.00251271
Sil_f1_6_P 56.11431888 10.51414054
Sil_f1_7_E 0.67077572 0.00231845
Sil_f1_7_P 64.61817479 10.90183792
Sil_f1_8_E 0.00152899 0.00242430
Sil_f1_8_P 64.07148626 10.61673818
Sil_f1_9_E 0.03967880 0.00249461
Sil_f1_9_P 58.02066711 8.77128758
Sil_f1_10_E 0.00000000 0.00000000
Sil_f1_10_P 58.29995400 8.78343676
